city,date,aqi,pm2_5,pm10,no2,o3,temperature,humidity,hospital_admissions,population_density,hospital_capacity
Beijing,2259-05-09,316,19.2,71.0,24.8,38.8,7.9,59,7,Suburban,1985
Delhi,2259-05-10,16,63.4,79.2,19.2,40.1,29.5,60,14,Suburban,117
Los Angeles,2259-05-11,0,51.4,78.6,27.3,19.0,5.2,25,9,Urban,1959
Tokyo,2259-05-12,81,46.7,81.9,37.1,46.8,29.0,27,10,Urban,210
London,2259-05-13,1,13.2,35.1,23.9,46.8,31.8,25,8,Urban,1926
Delhi,2259-05-14,222,36.6,11.4,12.3,43.5,16.4,82,6,Urban,407
Cairo,2259-05-15,328,22.8,32.4,46.8,35.7,25.1,66,8,Urban,65
Beijing,2259-05-16,407,59.8,17.5,36.7,20.2,25.4,86,10,Urban,1331
Beijing,2259-05-17,332,32.2,45.6,28.1,41.1,24.3,29,9,Urban,1298
Beijing,2259-05-18,333,48.3,44.6,30.6,31.6,6.4,43,8,Urban,154
Delhi,2259-05-19,250,11.7,12.0,32.8,25.7,24.9,53,4,Urban,128
Beijing,2259-05-20,243,37.2,69.9,22.0,36.7,19.6,57,5,Urban,98
Mexico City,2259-05-21,469,23.9,92.0,23.1,49.1,28.5,89,7,Urban,565
Tokyo,2259-05-22,57,17.7,25.4,13.4,22.9,19.1,71,9,Urban,1188
Cairo,2259-05-23,474,9.5,34.1,24.3,41.1,31.5,24,5,Urban,712
Delhi,2259-05-24,368,12.0,30.1,30.9,40.3,4.8,68,10,Urban,1817
Delhi,2259-05-25,66,10.8,65.1,30.5,50.0,27.1,87,2,Suburban,1878
Delhi,2259-05-26,152,9.1,84.1,30.3,32.3,28.7,49,7,Urban,179
Beijing,2259-05-27,51,45.2,41.9,34.0,21.2,29.5,62,11,Rural,1519
Beijing,2259-05-28,4,9.8,69.5,36.9,58.3,38.6,39,3,Suburban,825
Beijing,2259-05-29,354,50.2,41.5,23.1,47.2,9.4,41,13,Urban,1108
Delhi,2259-05-30,180,35.8,49.1,11.1,35.6,34.7,38,9,Urban,417
Delhi,2259-05-31,381,54.3,38.9,26.1,56.5,32.6,35,9,Urban,126
Los Angeles,2259-06-01,12,10.3,60.4,41.4,31.7,14.2,45,8,Urban,75
London,2259-06-02,77,27.3,63.0,29.2,44.4,-3.3,52,11,Urban,481
Los Angeles,2259-06-03,196,29.8,30.9,36.3,32.7,15.9,41,11,Urban,1811
Delhi,2259-06-04,161,43.3,59.5,13.8,35.9,9.6,71,10,Urban,1068
Beijing,2259-06-05,322,53.0,40.8,34.0,40.6,38.2,20,10,Urban,804
Tokyo,2259-06-06,465,74.1,62.2,19.1,55.5,15.2,32,14,Suburban,1451
São Paulo,2259-06-07,265,13.2,42.1,38.1,38.9,31.0,62,7,Rural,973
Cairo,2259-06-08,453,48.2,86.7,32.2,50.3,-3.2,84,5,Urban,243
London,2259-06-09,438,12.5,55.5,26.8,24.9,4.9,44,12,Urban,694
Mexico City,2259-06-10,434,51.8,49.7,21.8,47.4,9.8,63,11,Urban,399
London,2259-06-11,98,21.1,48.4,28.9,44.4,37.0,60,9,Urban,1264
Tokyo,2259-06-12,204,49.2,10.1,30.7,44.6,20.8,39,8,Urban,1662
Mexico City,2259-06-13,37,43.7,37.3,30.8,31.3,-3.4,48,7,Urban,1940
Delhi,2259-06-14,198,35.3,51.0,32.3,49.6,36.0,26,6,Suburban,1595
Delhi,2259-06-15,11,29.1,69.1,31.1,54.9,25.2,84,8,Rural,230
Mexico City,2259-06-16,279,29.2,35.0,43.1,35.1,37.1,48,10,Urban,1938
Mexico City,2259-06-17,212,32.2,63.9,30.5,22.9,11.4,44,6,Rural,536
Beijing,2259-06-18,121,36.6,65.4,35.0,47.9,25.5,21,9,Urban,755
Delhi,2259-06-19,485,40.0,39.0,50.9,17.1,13.2,47,2,Urban,1134
Delhi,2259-06-20,2,22.8,77.6,26.2,26.8,-0.7,35,7,Urban,782
São Paulo,2259-06-21,460,41.3,48.3,28.1,27.4,16.7,74,8,Suburban,1289
Delhi,2259-06-22,398,43.3,54.7,20.4,17.2,35.7,55,7,Urban,208
London,2259-06-23,118,42.7,45.1,46.5,50.3,21.0,82,5,Suburban,254
Mexico City,2259-06-24,252,52.3,68.4,42.5,43.7,10.8,22,18,Urban,828
Delhi,2259-06-25,304,41.3,59.8,26.8,25.1,7.3,86,14,Urban,901
Beijing,2259-06-26,396,36.0,21.7,26.7,58.5,13.6,72,10,Urban,960
London,2259-06-27,7,29.9,33.0,19.2,51.2,30.8,82,6,Suburban,272
Mexico City,2259-06-28,50,54.0,66.8,32.6,42.6,-2.7,38,10,Suburban,998
Tokyo,2259-06-29,79,43.3,30.5,29.3,25.9,2.8,94,10,Urban,273
Cairo,2259-06-30,38,20.4,62.7,24.1,45.7,-1.1,20,4,Suburban,1595
London,2259-07-01,413,21.9,31.0,26.3,36.4,15.9,74,7,Rural,1246
Los Angeles,2259-07-02,403,10.5,27.6,47.2,36.0,35.2,31,12,Urban,1146
Delhi,2259-07-03,102,17.0,27.3,38.3,38.3,35.5,59,3,Suburban,199
Los Angeles,2259-07-04,272,48.9,40.5,28.8,34.9,10.1,71,9,Urban,421
Mexico City,2259-07-05,333,25.3,61.6,45.8,39.3,13.0,67,5,Urban,198
Beijing,2259-07-06,488,17.4,29.4,24.2,41.5,35.7,78,6,Suburban,879
Los Angeles,2259-07-07,219,24.1,46.0,37.0,45.5,21.6,35,8,Suburban,825
Beijing,2259-07-08,356,11.1,68.6,27.0,50.0,4.5,72,4,Suburban,1128
Los Angeles,2259-07-09,64,58.8,23.9,16.0,34.5,36.7,51,9,Urban,1987
Los Angeles,2259-07-10,173,62.4,34.1,33.4,22.3,11.0,31,8,Urban,1691
Los Angeles,2259-07-11,63,65.3,25.8,34.4,20.2,23.6,27,10,Suburban,1858
Beijing,2259-07-12,407,27.0,69.7,33.6,46.4,-4.7,56,14,Urban,1528
Delhi,2259-07-13,32,35.9,37.8,31.8,53.8,25.3,26,7,Suburban,1337
Los Angeles,2259-07-14,22,68.5,56.3,28.3,49.4,-1.4,68,12,Urban,1341
Beijing,2259-07-15,29,31.1,29.5,12.5,45.5,19.3,81,10,Urban,755
Cairo,2259-07-16,60,34.6,44.7,40.7,40.4,20.3,74,6,Urban,353
São Paulo,2259-07-17,22,27.0,37.9,25.4,43.7,36.5,39,10,Suburban,1324
Tokyo,2259-07-18,40,24.4,54.4,30.7,22.3,30.8,87,6,Suburban,988
Beijing,2259-07-19,114,37.4,58.7,34.0,53.1,5.4,48,1,Rural,1483
Tokyo,2259-07-20,257,13.6,27.3,21.2,45.1,14.2,73,4,Suburban,1178
Delhi,2259-07-21,264,33.3,78.0,29.8,26.9,39.7,85,7,Suburban,1780
Mexico City,2259-07-22,457,53.7,48.0,22.5,28.4,12.0,67,6,Urban,347
Cairo,2259-07-23,245,45.6,82.1,35.9,31.1,31.4,59,8,Urban,964
Delhi,2259-07-24,466,62.1,29.7,18.8,50.7,26.0,51,7,Suburban,1455
Los Angeles,2259-07-25,403,76.9,58.0,30.0,50.6,30.1,73,9,Urban,135
Mexico City,2259-07-26,466,54.8,63.3,22.7,27.5,15.8,60,5,Suburban,1568
Delhi,2259-07-27,371,39.8,23.2,15.0,31.3,38.5,85,7,Rural,382
Delhi,2259-07-28,365,45.4,80.7,23.7,15.9,20.0,83,6,Suburban,440
Delhi,2259-07-29,489,51.4,23.9,35.2,29.1,28.2,85,8,Urban,1713
Los Angeles,2259-07-30,439,20.2,38.9,28.2,43.1,13.8,67,8,Urban,290
Los Angeles,2259-07-31,476,37.3,13.1,15.1,48.0,2.3,78,6,Urban,177
Cairo,2259-08-01,62,34.2,76.2,43.6,71.7,39.7,40,10,Urban,1174
Los Angeles,2259-08-02,413,44.0,67.2,36.6,35.0,-2.2,74,12,Suburban,1662
Los Angeles,2259-08-03,417,42.1,61.0,9.8,40.4,32.6,61,9,Suburban,1262
Beijing,2259-08-04,262,47.3,67.1,39.1,22.6,-1.4,77,11,Rural,1596
Delhi,2259-08-05,131,50.4,46.8,30.4,35.2,6.7,26,7,Suburban,558
Beijing,2259-08-06,221,35.9,41.7,49.5,47.8,3.7,82,11,Urban,955
Delhi,2259-08-07,24,17.4,58.1,35.5,24.7,1.7,44,10,Urban,734
London,2259-08-08,343,26.7,58.9,28.1,55.7,8.4,57,9,Suburban,1072
Beijing,2259-08-09,211,51.7,80.5,25.3,48.7,33.7,70,9,Rural,1062
Los Angeles,2259-08-10,194,21.3,51.1,15.1,32.9,34.7,43,4,Urban,1988
Cairo,2259-08-11,4,18.6,58.7,27.5,69.0,12.1,62,2,Suburban,1692
Beijing,2259-08-12,134,47.8,49.8,30.5,41.2,20.4,21,10,Suburban,1081
Delhi,2259-08-13,70,35.2,21.8,19.8,33.3,3.9,82,9,Urban,1103
Delhi,2259-08-14,423,38.3,48.5,28.6,16.7,20.4,45,1,Rural,352
Los Angeles,2259-08-15,270,31.1,38.1,33.3,54.4,30.4,31,5,Urban,1563
Delhi,2259-08-16,472,1.4,60.4,17.5,36.3,-0.6,32,2,Urban,1181
Beijing,2259-08-17,196,40.2,61.9,22.9,39.5,5.7,29,5,Urban,972
Mexico City,2259-08-18,379,11.8,54.4,29.5,27.5,18.8,94,7,Suburban,194
Beijing,2259-08-19,450,1.7,23.3,33.0,55.6,5.3,24,4,Suburban,1098
Delhi,2259-08-20,339,52.4,32.0,23.2,14.8,39.1,86,7,Suburban,1594
Beijing,2259-08-21,140,45.9,37.4,30.2,55.1,15.6,33,11,Urban,1381
Beijing,2259-08-22,75,17.8,52.7,14.7,44.3,9.0,22,9,Rural,846
Mexico City,2259-08-23,436,37.8,40.4,14.2,39.0,31.7,46,4,Suburban,590
Beijing,2259-08-24,229,29.8,43.3,42.4,18.4,10.2,84,12,Suburban,1758
London,2259-08-25,134,39.0,71.6,9.4,39.0,31.5,85,4,Urban,430
Delhi,2259-08-26,57,41.4,64.2,15.9,27.2,17.8,53,9,Urban,1415
Beijing,2259-08-27,198,42.3,0.7,39.1,55.5,35.5,72,12,Urban,718
London,2259-08-28,478,47.1,71.9,25.0,40.9,6.2,89,12,Urban,1556
Delhi,2259-08-29,106,52.2,29.6,27.3,34.9,38.1,25,9,Rural,796
Delhi,2259-08-30,187,54.8,45.6,45.1,33.9,29.1,81,3,Urban,1104
Mexico City,2259-08-31,128,61.5,50.7,25.7,38.4,12.7,65,10,Urban,981
Beijing,2259-09-01,90,75.9,47.3,39.1,39.7,23.6,46,16,Urban,1799
Cairo,2259-09-02,260,34.1,56.3,16.7,26.4,28.3,81,6,Urban,1165
London,2259-09-03,250,53.3,65.4,16.2,57.4,-3.6,60,13,Urban,735
Beijing,2259-09-04,247,31.4,10.3,39.6,33.9,2.8,38,9,Urban,1659
Delhi,2259-09-05,155,41.4,73.2,30.1,34.3,-2.9,73,10,Urban,522
Delhi,2259-09-06,146,44.4,40.5,25.4,42.4,2.0,44,6,Suburban,1514
Beijing,2259-09-07,251,43.4,38.7,18.9,54.1,38.3,84,8,Rural,364
Delhi,2259-09-08,189,18.9,60.3,25.7,32.3,18.5,84,6,Urban,1866
Delhi,2259-09-09,334,38.5,26.8,11.8,34.5,9.7,69,15,Suburban,1635
London,2259-09-10,98,8.3,43.5,47.9,46.1,-3.1,36,2,Urban,980
Mexico City,2259-09-11,83,10.1,75.3,33.8,33.0,10.9,20,8,Urban,1363
Delhi,2259-09-12,399,17.4,44.6,19.3,38.4,3.7,32,9,Suburban,975
Delhi,2259-09-13,124,36.0,60.4,34.3,50.5,22.2,33,9,Suburban,344
Beijing,2259-09-14,479,31.7,60.8,38.9,59.7,31.1,64,9,Urban,949
Delhi,2259-09-15,179,24.0,62.6,20.7,27.5,-4.8,43,3,Rural,432
Beijing,2259-09-16,201,50.3,100.0,23.7,29.5,35.2,55,9,Urban,570
Delhi,2259-09-17,43,52.7,34.2,41.3,51.7,4.8,49,11,Urban,1390
Beijing,2259-09-18,277,15.3,58.1,42.9,47.8,28.7,40,6,Urban,1581
Mexico City,2259-09-19,240,36.6,40.9,28.2,33.6,19.3,26,4,Urban,696
Mexico City,2259-09-20,126,24.1,74.4,39.0,19.8,10.6,42,6,Urban,526
Beijing,2259-09-21,73,49.7,41.4,31.4,48.5,35.3,62,10,Urban,886
Mexico City,2259-09-22,31,18.1,75.1,21.3,55.2,33.0,72,10,Rural,1210
Mexico City,2259-09-23,307,8.0,61.6,29.1,40.3,1.1,43,0,Urban,520
Beijing,2259-09-24,488,28.3,83.0,21.0,30.5,8.4,38,6,Rural,1931
Delhi,2259-09-25,400,45.7,55.2,29.0,48.9,20.9,46,5,Urban,171
Mexico City,2259-09-26,185,15.3,69.9,29.2,42.6,8.0,88,2,Urban,1112
Delhi,2259-09-27,492,46.7,75.0,25.9,48.6,-2.4,90,15,Urban,1078
Delhi,2259-09-28,298,41.0,48.9,46.5,33.1,38.4,36,7,Suburban,707
Delhi,2259-09-29,461,31.8,24.6,51.0,64.0,14.8,88,10,Urban,1160
Beijing,2259-09-30,331,41.0,75.0,25.0,41.0,24.5,91,6,Suburban,496
Cairo,2259-10-01,21,53.2,49.1,53.4,41.7,22.8,37,15,Urban,1980
Beijing,2259-10-02,168,26.6,44.7,46.4,60.5,13.2,46,3,Urban,1199
Beijing,2259-10-03,408,14.9,22.4,28.1,58.4,22.8,45,5,Suburban,1409
Mexico City,2259-10-04,86,26.3,13.7,41.2,23.6,7.5,64,6,Suburban,762
Delhi,2259-10-05,319,12.5,54.5,40.0,50.7,31.5,37,10,Urban,1693
London,2259-10-06,485,77.5,70.8,23.6,34.5,-5.0,62,14,Urban,1131
São Paulo,2259-10-07,88,49.2,5.9,28.9,41.4,15.0,90,8,Suburban,1684
Mexico City,2259-10-08,192,46.9,41.6,34.6,28.6,35.1,39,6,Suburban,204
Delhi,2259-10-09,325,31.3,99.1,26.8,40.6,13.3,22,7,Urban,956
Tokyo,2259-10-10,8,19.7,56.5,34.7,34.6,10.8,22,13,Urban,283
Delhi,2259-10-11,53,14.9,35.7,23.4,36.0,0.5,69,10,Suburban,64
Delhi,2259-10-12,466,47.5,64.0,22.2,35.0,3.1,81,11,Urban,457
Los Angeles,2259-10-13,293,37.9,33.3,13.1,62.0,30.3,68,8,Suburban,1848
Los Angeles,2259-10-14,240,19.7,52.0,37.1,43.6,0.9,65,6,Urban,488
Delhi,2259-10-15,132,13.4,48.5,20.7,39.1,16.5,68,4,Urban,1124
Mexico City,2259-10-16,374,31.1,69.7,27.4,58.3,11.6,72,8,Urban,257
Tokyo,2259-10-17,70,18.6,62.7,12.9,17.9,37.5,89,8,Suburban,1819
London,2259-10-18,159,33.0,58.6,25.4,38.2,-0.8,91,8,Urban,1062
Delhi,2259-10-19,468,53.7,45.8,40.3,31.5,-3.6,49,12,Urban,1702
Beijing,2259-10-20,70,0.5,15.5,52.4,26.7,24.5,80,2,Urban,1337
Cairo,2259-10-21,160,31.0,34.4,14.8,48.9,19.5,38,10,Urban,250
Beijing,2259-10-22,243,52.5,65.7,46.6,47.9,30.5,91,12,Rural,1495
London,2259-10-23,379,39.6,33.0,38.6,36.1,30.9,90,8,Suburban,1009
Delhi,2259-10-24,225,66.8,72.2,28.7,51.9,25.7,31,5,Suburban,449
Delhi,2259-10-25,99,35.1,28.1,16.0,54.0,23.6,30,12,Suburban,51
Delhi,2259-10-26,369,60.4,41.7,49.1,35.5,-4.6,47,6,Urban,930
Delhi,2259-10-27,455,41.8,35.5,18.1,47.4,14.5,64,12,Rural,1637
Tokyo,2259-10-28,121,28.3,29.6,36.1,22.0,33.5,27,8,Suburban,519
Delhi,2259-10-29,117,33.8,33.0,29.2,29.6,23.1,31,13,Suburban,884
London,2259-10-30,307,45.7,48.2,45.0,43.7,26.6,55,14,Urban,1199
Mexico City,2259-10-31,404,36.3,37.7,31.3,26.5,24.6,75,2,Rural,1838
Beijing,2259-11-01,407,44.8,30.0,48.5,59.4,23.9,39,11,Urban,1162
Beijing,2259-11-02,430,15.6,38.3,30.3,9.2,16.3,26,5,Urban,779
Mexico City,2259-11-03,86,42.6,69.2,38.0,36.2,23.9,70,10,Urban,1915
Beijing,2259-11-04,455,24.5,61.5,23.3,47.4,35.8,91,9,Suburban,1824
Los Angeles,2259-11-05,469,21.9,51.6,17.8,38.9,38.5,27,10,Suburban,1948
Delhi,2259-11-06,103,39.5,91.8,20.1,51.0,33.5,28,11,Urban,585
Delhi,2259-11-07,26,22.8,21.8,38.6,35.7,33.5,94,7,Suburban,847
Mexico City,2259-11-08,220,59.9,53.6,41.1,50.1,0.4,82,12,Suburban,1761
Beijing,2259-11-09,68,31.4,45.3,32.4,29.0,21.6,54,4,Urban,307
Delhi,2259-11-10,362,14.4,16.0,23.3,45.0,34.6,70,9,Suburban,1533
Mexico City,2259-11-11,326,3.6,57.0,31.2,57.1,9.5,33,5,Urban,739
London,2259-11-12,325,30.7,29.8,9.0,46.8,39.5,65,14,Urban,1926
Mexico City,2259-11-13,99,33.0,53.6,19.5,41.1,-1.9,58,5,Urban,626
Beijing,2259-11-14,209,15.8,55.1,28.3,41.7,20.1,41,12,Suburban,1701
Mexico City,2259-11-15,292,38.2,62.9,41.5,38.3,6.8,78,12,Urban,805
Beijing,2259-11-16,75,31.5,19.1,40.8,32.1,7.7,29,9,Suburban,713
Mexico City,2259-11-17,124,26.2,49.6,28.9,30.5,9.1,44,5,Urban,1842
Beijing,2259-11-18,291,11.6,101.7,38.3,59.0,5.0,80,4,Urban,545
Los Angeles,2259-11-19,217,9.4,50.6,22.9,46.0,10.2,59,5,Suburban,1755
Cairo,2259-11-20,389,31.7,85.2,23.6,38.8,19.7,87,1,Urban,756
Los Angeles,2259-11-21,295,42.9,74.9,28.3,20.4,32.2,36,11,Urban,1552
Mexico City,2259-11-22,484,34.3,51.6,19.8,56.5,39.8,47,12,Urban,1701
Delhi,2259-11-23,112,36.5,39.5,31.5,44.4,13.4,44,9,Suburban,896
Delhi,2259-11-24,354,23.6,47.3,43.0,52.4,15.6,84,10,Suburban,112
Delhi,2259-11-25,238,31.7,22.5,46.1,41.3,36.2,47,6,Rural,889
Beijing,2259-11-26,122,1.9,89.2,29.6,49.2,27.3,44,6,Urban,255
Delhi,2259-11-27,457,52.0,33.6,50.5,59.9,-0.5,65,8,Urban,1777
Delhi,2259-11-28,461,14.9,55.3,21.0,44.2,11.6,32,6,Urban,1353
Delhi,2259-11-29,94,46.1,84.5,31.2,57.7,1.1,51,11,Urban,762
Cairo,2259-11-30,51,37.0,39.9,23.0,44.9,31.0,58,10,Suburban,1148
Delhi,2259-12-01,473,22.5,38.1,26.0,31.3,24.4,45,17,Suburban,1677
Beijing,2259-12-02,198,43.3,58.0,13.1,30.2,37.0,20,9,Urban,1114
São Paulo,2259-12-03,177,45.1,62.9,41.3,34.4,22.8,39,8,Suburban,733
Delhi,2259-12-04,181,34.8,88.2,27.4,42.0,31.8,24,9,Urban,1586
Delhi,2259-12-05,1,23.7,59.2,26.9,42.3,-3.6,56,16,Urban,406
Mexico City,2259-12-06,205,19.4,55.8,29.5,29.3,33.0,73,2,Suburban,533
Los Angeles,2259-12-07,216,12.4,65.2,43.6,19.7,26.8,33,7,Urban,97
London,2259-12-08,378,25.8,61.1,26.4,27.4,21.9,80,3,Urban,1940
Mexico City,2259-12-09,493,33.5,66.2,39.0,29.6,27.5,91,12,Urban,848
Delhi,2259-12-10,302,43.7,56.1,35.2,43.1,30.2,45,6,Suburban,1355
Delhi,2259-12-11,120,45.3,90.6,33.7,37.0,16.8,66,14,Suburban,127
Beijing,2259-12-12,19,28.8,81.5,22.9,51.9,14.3,76,7,Urban,596
Delhi,2259-12-13,2,32.4,56.6,23.6,26.9,-4.2,87,9,Urban,1473
Delhi,2259-12-14,81,41.8,89.8,19.0,32.2,14.3,76,14,Urban,1693
London,2259-12-15,176,22.8,54.2,27.5,39.7,7.5,79,5,Urban,1395
Los Angeles,2259-12-16,250,39.3,64.8,30.0,20.1,28.7,39,4,Urban,104
Delhi,2259-12-17,178,44.0,22.3,24.3,65.2,5.7,79,13,Suburban,1577
Beijing,2259-12-18,75,32.6,47.0,37.0,48.5,21.2,28,7,Urban,449
Cairo,2259-12-19,212,28.9,51.4,37.4,37.2,36.7,23,1,Urban,1745
Mexico City,2259-12-20,163,57.4,41.9,12.3,39.1,34.8,40,12,Urban,785
Los Angeles,2259-12-21,377,23.6,35.3,36.8,37.2,4.6,71,10,Urban,1350
Mexico City,2259-12-22,362,30.4,84.3,24.6,38.0,24.6,38,4,Urban,1277
Beijing,2259-12-23,306,43.2,34.5,44.9,46.4,32.4,23,1,Suburban,1249
London,2259-12-24,471,19.5,71.3,43.0,62.1,9.8,82,3,Rural,938
Delhi,2259-12-25,44,18.6,28.7,22.6,49.2,29.0,23,0,Suburban,1693
Mexico City,2259-12-26,127,37.1,31.5,43.4,32.3,2.7,48,7,Urban,525
Beijing,2259-12-27,298,25.3,17.6,39.5,38.4,16.9,63,6,Urban,560
London,2259-12-28,164,57.5,58.2,20.6,32.9,2.7,28,8,Rural,1830
Mexico City,2259-12-29,494,54.8,55.0,30.4,27.2,19.6,22,15,Urban,1023
Delhi,2259-12-30,499,30.8,71.4,20.2,44.9,0.5,93,8,Urban,507
Los Angeles,2259-12-31,278,40.8,74.1,4.5,42.3,21.9,44,6,Urban,647
Beijing,2260-01-01,205,30.6,31.5,22.6,37.0,33.6,64,6,Urban,498
Los Angeles,2260-01-02,266,35.4,38.6,34.9,38.0,25.3,58,8,Suburban,856
Delhi,2260-01-03,71,51.9,25.3,45.8,53.9,17.2,21,10,Suburban,538
Beijing,2260-01-04,389,35.5,39.9,21.7,22.9,1.8,45,8,Suburban,1927
Mexico City,2260-01-05,264,27.7,57.7,36.0,42.3,5.4,49,6,Urban,128
Delhi,2260-01-06,161,7.6,59.7,6.1,49.6,1.6,88,9,Urban,109
Beijing,2260-01-07,264,15.8,38.6,32.2,30.3,33.8,41,1,Urban,1162
Tokyo,2260-01-08,425,57.2,45.2,27.9,54.9,19.9,86,7,Suburban,1484
Delhi,2260-01-09,421,53.1,17.9,1.4,32.5,32.1,54,9,Suburban,1816
Beijing,2260-01-10,158,18.0,49.0,28.3,29.5,29.4,79,3,Rural,103
Los Angeles,2260-01-11,428,27.2,72.1,18.6,21.3,24.0,47,7,Suburban,1467
Delhi,2260-01-12,297,29.0,58.7,34.8,21.7,23.8,27,11,Suburban,1799
Delhi,2260-01-13,405,28.6,39.4,40.1,24.4,13.1,62,8,Urban,1381
Beijing,2260-01-14,31,17.5,61.9,16.4,21.0,17.6,27,5,Urban,1192
Tokyo,2260-01-15,0,20.2,16.4,23.7,21.2,23.9,47,7,Urban,1061
Mexico City,2260-01-16,266,31.4,57.0,16.1,59.0,15.0,34,7,Urban,1327
London,2260-01-17,21,35.3,47.0,41.0,43.5,9.3,86,7,Suburban,703
Tokyo,2260-01-18,217,10.1,47.9,38.3,36.3,-2.9,39,11,Suburban,1429
Beijing,2260-01-19,77,56.8,31.2,45.9,41.1,18.7,82,8,Urban,364
Delhi,2260-01-20,471,37.2,60.1,44.6,31.5,0.4,26,3,Urban,830
Delhi,2260-01-21,183,35.0,13.5,29.2,50.7,36.5,61,6,Urban,1105
Los Angeles,2260-01-22,218,45.1,23.0,18.9,60.9,16.6,76,12,Urban,1775
Mexico City,2260-01-23,134,25.5,42.6,31.0,26.5,-4.1,88,4,Urban,808
Delhi,2260-01-24,184,13.8,61.1,33.1,47.2,35.2,34,4,Suburban,353
Los Angeles,2260-01-25,242,8.1,61.6,32.1,41.6,34.4,34,1,Urban,771
Delhi,2260-01-26,155,45.9,80.0,14.0,37.9,38.4,53,6,Suburban,417
Mexico City,2260-01-27,267,44.3,23.0,28.0,49.9,-3.7,74,12,Urban,147
Beijing,2260-01-28,474,49.1,85.7,21.5,51.1,9.3,44,16,Suburban,1368
Los Angeles,2260-01-29,490,54.1,43.1,21.0,45.7,13.6,83,15,Suburban,1218
Mexico City,2260-01-30,327,31.6,52.3,22.9,26.9,0.4,31,9,Suburban,721
London,2260-01-31,141,69.5,44.7,28.6,39.5,5.9,46,11,Urban,323
Delhi,2260-02-01,313,27.0,76.9,33.7,44.7,7.7,74,9,Suburban,1033
Beijing,2260-02-02,402,16.6,33.6,29.7,42.5,25.7,36,7,Urban,545
Delhi,2260-02-03,66,22.7,59.1,23.4,39.8,25.3,43,15,Suburban,513
Beijing,2260-02-04,75,57.3,47.4,44.6,44.0,21.4,83,10,Urban,1108
Delhi,2260-02-05,494,34.2,59.8,28.0,35.1,13.5,85,1,Suburban,564
Tokyo,2260-02-06,402,52.1,79.9,27.7,34.5,2.5,71,11,Rural,628
Beijing,2260-02-07,78,56.2,42.0,16.1,68.9,-2.1,67,11,Suburban,434
Beijing,2260-02-08,274,18.0,61.6,30.0,36.3,15.2,65,8,Suburban,760
Beijing,2260-02-09,395,26.7,21.1,19.7,23.6,33.7,69,4,Rural,690
Beijing,2260-02-10,199,19.6,54.1,46.1,54.0,27.7,92,9,Suburban,553
Mexico City,2260-02-11,477,46.0,55.6,35.9,32.1,0.4,68,4,Urban,943
Tokyo,2260-02-12,455,43.2,47.4,37.8,47.6,23.5,66,12,Suburban,1647
Beijing,2260-02-13,82,41.7,29.4,39.4,35.7,-3.5,36,13,Urban,822
London,2260-02-14,320,20.3,44.4,28.8,40.3,11.4,39,9,Suburban,1141
Beijing,2260-02-15,416,45.2,69.9,22.6,31.2,34.7,49,7,Suburban,749
Beijing,2260-02-16,192,29.4,62.2,25.9,52.8,17.4,27,8,Suburban,1904
Tokyo,2260-02-17,196,40.0,38.2,25.9,49.8,35.4,36,10,Suburban,576
Delhi,2260-02-18,242,31.9,64.4,25.3,25.5,32.4,92,8,Suburban,1617
Beijing,2260-02-19,171,26.4,53.5,41.8,41.7,36.4,90,11,Urban,1803
London,2260-02-20,51,39.3,40.4,31.8,45.5,10.7,57,7,Rural,64
Mexico City,2260-02-21,106,46.7,43.5,34.1,17.1,3.7,53,1,Urban,878
Delhi,2260-02-22,464,50.7,42.3,19.3,57.6,36.1,87,9,Urban,780
Delhi,2260-02-23,290,13.9,55.0,15.2,22.0,32.0,69,3,Urban,1860
Tokyo,2260-02-24,477,20.6,59.3,19.1,54.9,27.4,71,14,Suburban,1190
Beijing,2260-02-25,30,18.6,38.2,21.3,45.3,19.8,39,5,Rural,640
Beijing,2260-02-26,80,10.8,31.6,22.9,37.1,-4.8,52,3,Urban,771
Delhi,2260-02-27,251,53.8,50.0,25.3,50.6,23.4,51,8,Suburban,1836
Beijing,2260-02-28,217,12.6,47.1,31.0,19.8,6.3,68,5,Urban,1379
Beijing,2260-02-29,486,21.5,43.7,26.3,38.3,24.9,27,7,Urban,1281
Los Angeles,2260-03-01,182,37.0,42.2,20.1,32.1,0.5,50,6,Urban,1081
Delhi,2260-03-02,320,32.1,73.2,32.3,45.2,37.1,28,6,Urban,1372
Mexico City,2260-03-03,227,48.0,31.1,33.4,31.3,29.7,64,13,Rural,706
Cairo,2260-03-04,201,42.2,34.9,22.8,33.9,-4.4,39,8,Urban,263
Delhi,2260-03-05,227,54.7,43.7,31.5,43.4,37.6,65,14,Urban,1692
Los Angeles,2260-03-06,104,50.2,85.1,27.7,17.3,10.1,43,10,Urban,1047
Delhi,2260-03-07,85,33.1,42.5,28.4,38.5,9.4,57,10,Suburban,1428
Beijing,2260-03-08,332,29.5,58.3,38.1,35.5,1.3,81,12,Urban,1240
Beijing,2260-03-09,45,32.5,23.0,31.1,30.6,23.0,92,8,Suburban,1053
Los Angeles,2260-03-10,301,19.2,49.4,27.4,45.3,27.4,86,13,Urban,1063
Cairo,2260-03-11,151,20.4,42.3,35.8,53.6,19.2,75,15,Urban,1059
Los Angeles,2260-03-12,3,30.4,30.1,23.5,43.2,3.8,28,2,Rural,1286
